age,gender,marital_status,dependents,education,employment_status,years_employed,self_employed,residence_type,housing_status,city,state,country,monthly_income,annual_income,existing_emi,savings,bank_balance,loan_amount,loan_purpose,loan_term,interest_rate,collateral_available,coapplicant_income,credit_score,past_loan_defaults,credit_card_holder,num_open_accounts,current_debt,debt_to_income_ratio,cibil_score,vehicle_ownership,property_ownership,business_ownership,existing_loans,pan_verified,aadhaar_verified,income_tax_filed,bank_statement_available,salary_slips_available,loan_approved
56,Female,Married,3,Graduate,Employed,6,1,Owned,Owned,Hyderabad,Delhi,India,85131,959337,7449,192845,84848,498666,Medical,12,9.025074414748687,0,15832,874,0,0,6,200686,0.41076027280049376,824,0,0,0,1,0,0,0,0,0,0
59,Male,Married,3,Postgraduate,Employed,18,0,Owned,Rented,Bengaluru,Tamil Nadu,India,62149,675350,14166,209516,33304,401639,Business,36,10.95924957728979,1,1858,892,0,0,4,253220,0.4343298192230932,768,0,1,0,0,0,0,0,0,0,0
43,Male,Divorced,1,Postgraduate,Employed,17,0,Owned,Owned,Mumbai,Delhi,India,54145,1269082,17737,470259,280195,531550,Education,48,10.946192252906409,0,14664,605,1,0,1,130682,0.5430667624004227,653,0,1,1,2,0,0,0,0,0,0
57,Male,Married,0,Graduate,Employed,17,0,Owned,Owned,Bengaluru,Tamil Nadu,India,87209,901283,0,158878,11203,258904,Home,60,10.770786489748392,0,1277,598,1,0,5,113729,0.25113097956993313,849,0,0,0,3,0,0,0,0,0,1
35,Female,Married,2,Graduate,Employed,4,0,Rented,Rented,Mumbai,Delhi,India,89275,858708,3191,297674,197418,599948,Home,48,12.948947048265081,1,22722,681,1,0,1,312415,0.25214928578997237,746,0,0,1,2,0,0,0,0,0,1
25,Female,Single,3,Graduate,Employed,14,0,Owned,Owned,Delhi,Telangana,India,55107,818121,2874,290636,104125,404636,Home,36,14.136566269960793,0,24922,757,0,1,1,245158,0.4568822909537299,748,0,0,0,2,0,0,0,0,1,1
26,Other,Single,3,High School,Employed,2,0,Owned,Owned,Delhi,Tamil Nadu,India,69672,1302079,8874,458381,111695,343594,Business,36,15.533250389855045,1,14712,699,0,0,5,280508,0.1480268724042057,817,0,0,1,3,0,0,0,0,0,0
43,Male,Married,1,Graduate,Employed,2,0,Owned,Rented,Bengaluru,Delhi,India,38413,349874,681,225926,36537,275153,Medical,12,9.205375590101108,0,18259,774,0,0,4,138062,0.2656606345967958,793,0,1,0,0,0,0,0,0,0,1
65,Male,Married,0,Postgraduate,Self Employed,19,0,Owned,Rented,Bengaluru,Telangana,India,45299,1331486,18093,399001,99358,396892,Vehicle,24,9.627863743661102,1,36025,714,0,0,10,130598,0.6553885075066591,752,1,0,0,1,0,0,0,0,0,0
28,Male,Married,2,High School,Self Employed,3,0,Rented,Rented,Hyderabad,Tamil Nadu,India,67731,724153,8261,5000,181145,861540,Medical,36,12.923818828934255,1,13108,707,0,1,9,270144,0.4246133991283677,699,0,0,0,4,0,0,0,0,0,0
43,Female,Married,3,Graduate,Employed,17,0,Owned,Owned,Delhi,Karnataka,India,65690,358155,7261,5000,210590,436070,Medical,60,9.236016954079453,1,3668,900,0,0,9,155041,0.11863535348438145,900,0,0,0,1,0,0,0,0,1,0
55,Other,Married,3,Graduate,Employed,8,1,Owned,Owned,Chennai,Maharashtra,India,43728,554337,17556,5000,77872,198231,Home,60,11.280732134644472,1,21950,662,0,0,7,121968,0.14251899285360253,639,1,0,0,4,0,0,0,0,1,0
31,Female,Married,0,Postgraduate,Employed,6,0,Owned,Mortgaged,Hyderabad,Telangana,India,49248,284757,7903,391477,168178,652140,Education,48,13.184141729095277,0,1408,900,0,0,2,93246,0.7436607650008424,802,0,0,0,2,0,0,0,0,0,0
56,Female,Single,1,Graduate,Self Employed,1,0,Rented,Rented,Chennai,Tamil Nadu,India,41569,976097,10401,371260,295499,346175,Education,12,14.354087740291462,1,12473,879,1,0,10,131426,0.769702913838205,710,0,1,0,4,0,0,0,0,0,0
36,Male,Single,1,Postgraduate,Employed,13,0,Owned,Owned,Delhi,Tamil Nadu,India,75011,468512,3495,411428,10000,512426,Vehicle,48,10.131994655935237,1,7812,775,0,0,6,263132,0.5487726864751086,770,1,0,0,3,0,0,1,0,0,1
60,Female,Married,0,Postgraduate,Employed,14,0,Owned,Mortgaged,Chennai,Telangana,India,21711,830600,0,128074,179185,316754,Home,36,13.509891730727588,0,6578,508,0,0,5,36581,0.22946157597922265,855,0,0,0,2,0,0,0,0,0,1
49,Male,Married,3,Postgraduate,Employed,9,0,Owned,Owned,Delhi,Tamil Nadu,India,42745,1120265,4337,148561,56398,731770,Vehicle,48,13.3440224938541,0,11998,723,0,1,7,239759,0.35766034521676615,685,0,1,0,4,1,0,0,0,0,0
48,Male,Divorced,0,Graduate,Unemployed,16,0,Owned,Rented,Bengaluru,Delhi,India,24015,578394,21121,228211,43151,320032,Business,36,14.947120946937357,1,25798,663,0,0,2,112719,0.31382693956491303,786,0,0,0,1,0,0,0,0,0,0
30,Male,Married,2,Postgraduate,Employed,6,0,Rented,Rented,Chennai,Delhi,India,74218,699568,11798,509865,213931,757528,Medical,48,10.853106218229929,1,28268,722,1,0,6,160021,0.6496094245750064,749,0,0,0,1,0,0,0,0,0,0
44,Male,Married,3,Postgraduate,Employed,11,0,Owned,Mortgaged,Delhi,Maharashtra,India,25339,388990,9647,554889,109117,219162,Business,24,14.125688986661324,1,26114,603,1,1,7,166106,0.4759627795880357,649,0,0,0,3,0,0,0,0,0,0
63,Male,Single,2,Graduate,Employed,5,0,Owned,Mortgaged,Mumbai,Maharashtra,India,65698,663492,2141,392885,21815,385560,Medical,12,14.139998983311209,1,19036,803,0,0,8,159029,0.6457595840302879,858,0,0,0,4,1,0,1,0,1,1
22,Male,Married,3,Postgraduate,Employed,11,0,Owned,Owned,Hyderabad,Tamil Nadu,India,101069,1552207,13467,309583,352156,757999,Home,24,10.29395906493443,1,11907,828,0,1,6,152722,0.3523574271504999,798,0,0,0,0,0,0,0,0,0,0
58,Male,Single,1,High School,Employed,2,0,Owned,Rented,Chennai,Telangana,India,101815,1013379,0,490368,299611,486998,Vehicle,60,13.158683783188206,1,0,848,0,0,11,137786,0.7086580244336946,672,0,0,0,4,0,0,0,0,0,1
45,Female,Married,3,Postgraduate,Employed,9,0,Owned,Owned,Mumbai,Maharashtra,India,25270,700580,0,203948,10000,949722,Business,12,13.56371565751348,1,19411,677,0,0,11,125714,0.400413662310634,841,0,1,0,2,0,0,0,0,1,1
56,Male,Divorced,1,Graduate,Employed,10,1,Rented,Rented,Delhi,Karnataka,India,71565,596493,4646,179630,10000,390789,Education,24,10.558213094667053,0,0,603,0,1,2,305378,0.3921618478668708,628,0,1,0,1,0,0,1,0,0,0
53,Male,Single,0,Graduate,Employed,11,0,Owned,Rented,Delhi,Maharashtra,India,43242,767209,19726,226776,257149,506549,Home,24,11.888499965234795,1,0,758,0,0,1,182379,0.44236890661574124,716,0,0,0,0,0,0,0,0,1,0
42,Other,Married,1,Graduate,Employed,8,0,Owned,Owned,Hyderabad,Karnataka,India,38751,819015,19387,73831,142966,869132,Home,60,11.768332954423698,0,13059,900,0,0,6,168034,0.5142640275930894,672,0,0,0,0,0,0,1,0,0,0
36,Female,Single,1,Graduate,Self Employed,12,1,Owned,Owned,Hyderabad,Tamil Nadu,India,62503,654279,5292,218498,375074,116936,Education,24,14.30132176278277,1,18174,727,0,0,10,118757,0.7258782972106897,802,0,1,0,2,0,0,0,1,0,0
52,Male,Single,2,Graduate,Employed,10,0,Rented,Owned,Chennai,Telangana,India,92022,939017,3954,48866,260123,89694,Medical,60,8.505184419353077,1,9586,769,0,0,6,141245,0.420428881358171,667,0,0,0,3,0,0,0,0,0,1
28,Male,Single,1,High School,Employed,5,0,Owned,Owned,Bengaluru,Telangana,India,78192,493965,0,434501,218930,274988,Home,60,12.257699585925199,1,33426,694,0,0,3,119088,0.7510953660497872,803,1,0,0,0,0,0,0,0,0,1
50,Female,Single,1,Graduate,Employed,4,0,Owned,Owned,Mumbai,Delhi,India,49266,492483,8468,347863,47157,628941,Business,48,9.882556101728586,0,20545,664,0,0,7,252707,0.3755678347568161,785,1,1,0,4,0,0,0,1,0,0
26,Male,Divorced,1,High School,Employed,12,0,Owned,Mortgaged,Delhi,Telangana,India,80510,891058,8972,507321,243887,95832,Business,24,13.351314760415754,1,12007,792,0,0,11,108408,0.32720088617920107,678,0,0,0,2,0,0,0,0,0,0
53,Male,Married,1,Graduate,Employed,18,0,Owned,Owned,Mumbai,Tamil Nadu,India,15638,429407,12737,5000,14150,581350,Business,36,13.602766472282124,0,31635,708,0,0,2,0,0.3065319251231511,900,0,1,0,0,0,0,0,1,0,0
52,Female,Married,2,Graduate,Unemployed,15,1,Rented,Rented,Chennai,Delhi,India,48435,998705,13464,592305,349681,565875,Vehicle,48,12.258448815201874,0,33781,764,0,0,5,185539,0.11480640328990496,638,1,0,0,4,0,0,0,0,1,0
26,Male,Married,1,Graduate,Employed,12,1,Owned,Mortgaged,Mumbai,Delhi,India,46874,775715,6815,5000,234878,893165,Medical,12,12.565221563383076,1,21150,775,0,0,8,153457,0.6944007584296995,565,0,1,1,0,0,0,0,0,0,0
58,Female,Single,3,Graduate,Self Employed,18,0,Owned,Rented,Chennai,Maharashtra,India,66723,231627,11336,34304,72772,680006,Medical,60,10.862936417913765,1,5696,758,0,0,5,124350,0.15546361643384404,814,1,0,1,3,0,0,0,0,0,0
41,Female,Single,1,Postgraduate,Self Employed,17,0,Owned,Owned,Hyderabad,Telangana,India,60537,812849,3796,138252,284608,530091,Medical,36,10.849920094752786,1,8396,781,0,1,1,266597,0.3340319468110883,483,1,0,0,3,0,0,0,0,0,1
59,Female,Married,3,High School,Employed,10,0,Owned,Mortgaged,Delhi,Delhi,India,61887,274456,11222,485389,471398,749009,Business,60,14.088377948877703,0,0,626,0,0,8,0,0.2753197504710619,884,1,0,0,4,1,0,0,0,1,0
23,Male,Single,1,High School,Employed,2,0,Owned,Rented,Chennai,Delhi,India,61156,988008,4956,290603,151709,568558,Vehicle,48,9.487985255697398,1,14490,619,0,0,9,329743,0.6211057139352552,731,0,1,0,4,0,0,0,0,0,0
30,Male,Divorced,0,Graduate,Employed,12,0,Owned,Rented,Hyderabad,Karnataka,India,65492,705385,10756,206110,251553,348784,Education,60,14.286274860199697,1,2399,715,0,0,8,280194,0.7528110229696288,563,0,0,1,4,0,0,0,0,1,0
45,Male,Single,0,Postgraduate,Employed,12,0,Owned,Mortgaged,Bengaluru,Maharashtra,India,76882,1335325,10271,107327,123862,198186,Medical,12,13.412598862014441,0,11051,717,0,0,8,120334,0.6716968487501906,615,0,0,0,0,0,0,1,0,0,0
31,Male,Married,3,Graduate,Employed,5,0,Rented,Rented,Bengaluru,Telangana,India,68285,1101393,8412,5000,191095,324739,Education,12,15.133560134916236,1,18127,662,0,0,8,137175,0.32399883083007697,540,0,1,0,1,0,0,0,0,0,0
37,Female,Married,3,High School,Employed,16,0,Rented,Owned,Delhi,Tamil Nadu,India,58744,461792,12767,453872,10000,441183,Education,12,10.451085191498482,0,0,746,0,0,4,227916,0.41903014047165044,762,1,0,1,1,1,0,0,1,0,0
53,Male,Single,0,Postgraduate,Employed,17,0,Owned,Mortgaged,Bengaluru,Maharashtra,India,73838,173778,0,393755,179931,488504,Medical,60,12.296342888621531,0,0,819,0,1,1,230465,0.2729258275042262,574,1,0,0,1,1,0,1,0,0,1
28,Female,Single,2,Graduate,Employed,6,0,Rented,Owned,Hyderabad,Maharashtra,India,83174,553469,1610,493441,185665,50000,Vehicle,60,8.79242133646924,1,8917,850,0,0,11,119781,0.7467861339249587,775,0,0,1,1,0,0,1,0,0,1
54,Female,Divorced,2,Graduate,Self Employed,9,0,Rented,Mortgaged,Chennai,Maharashtra,India,52767,413622,6379,321427,413869,401696,Education,60,15.343799312910889,1,14369,875,0,0,3,26406,0.18312120221291583,686,0,1,0,1,0,0,1,0,1,0
26,Female,Single,0,Graduate,Employed,3,1,Owned,Owned,Delhi,Telangana,India,63693,1327721,0,5000,10000,456287,Medical,24,13.565435955093687,1,9073,575,0,0,10,380800,0.7663681189512945,667,1,0,0,4,1,0,0,0,0,1
30,Male,Married,1,Graduate,Self Employed,3,0,Owned,Owned,Bengaluru,Karnataka,India,90561,776905,5558,25975,143485,570458,Education,24,13.171564368035813,0,11753,592,0,0,6,270831,0.6695597791912032,776,1,0,1,4,0,0,0,0,0,0
50,Male,Married,2,High School,Employed,5,0,Owned,Owned,Chennai,Tamil Nadu,India,40739,1060025,5752,333676,347455,807896,Education,24,13.995169007399523,0,6525,688,0,1,6,194901,0.5981043987684173,788,1,1,0,3,0,0,1,0,0,0
60,Other,Single,3,Postgraduate,Employed,7,0,Owned,Owned,Mumbai,Maharashtra,India,104703,694490,15858,183450,148569,490843,Medical,60,10.632466425695235,1,0,728,0,0,1,196698,0.6417955596550248,846,0,1,0,2,0,0,0,0,0,0
30,Female,Married,3,High School,Employed,5,0,Owned,Mortgaged,Chennai,Delhi,India,35538,726099,8855,149408,157725,249896,Home,24,13.028952015641757,1,8582,693,1,1,11,239025,0.3375427648314331,650,1,0,0,2,0,0,0,0,0,0
36,Female,Married,0,Graduate,Employed,3,1,Owned,Owned,Delhi,Karnataka,India,57401,770211,14176,51419,71676,50022,Home,36,14.50691432803934,1,12441,659,0,0,6,250401,0.3071205551849786,716,0,0,0,3,0,0,1,0,0,0
66,Female,Married,0,Postgraduate,Employed,8,1,Rented,Rented,Delhi,Delhi,India,44095,1111961,9810,420566,58761,601142,Vehicle,48,9.177208335280481,0,11275,686,0,0,10,0,0.36699460589735655,650,0,0,0,4,0,0,1,0,1,0
69,Female,Married,1,Graduate,Unemployed,12,0,Owned,Owned,Bengaluru,Tamil Nadu,India,113134,873487,4785,332114,10000,258800,Vehicle,24,15.691126669677244,1,16341,773,1,0,9,146667,0.22712927389452828,737,0,0,0,2,0,0,0,0,0,0
49,Male,Single,0,Postgraduate,Employed,6,0,Rented,Mortgaged,Bengaluru,Telangana,India,53926,462799,8802,340214,98202,640704,Business,36,15.189151018759883,1,20026,573,1,0,2,136791,0.6224520596372727,634,0,0,0,2,1,0,0,1,0,0
43,Female,Single,2,Graduate,Employed,10,0,Owned,Owned,Hyderabad,Delhi,India,53981,1266754,12376,135951,51383,757432,Medical,48,15.722641254296606,0,23180,900,0,0,11,164663,0.43253068590421395,673,1,1,0,4,0,0,1,0,0,0
38,Male,Married,0,Graduate,Employed,5,0,Owned,Owned,Delhi,Tamil Nadu,India,56843,692155,15160,281731,195345,110303,Education,48,14.562613817737033,0,7397,722,0,0,7,253225,0.7200669708238019,673,0,1,0,4,0,0,0,0,0,0
51,Female,Divorced,0,Postgraduate,Employed,14,0,Rented,Owned,Delhi,Telangana,India,67103,643343,7206,9202,77603,571856,Medical,12,10.707333193294902,0,0,835,0,0,3,9942,0.7148670564937968,752,0,0,1,1,0,0,0,1,0,0
50,Other,Single,0,Graduate,Employed,12,0,Owned,Rented,Delhi,Telangana,India,57774,150000,0,226630,117653,734376,Home,36,12.861666007259908,0,30259,656,0,0,7,51831,0.2090977150077814,720,0,0,1,1,0,0,0,0,0,1
36,Male,Single,1,Graduate,Employed,19,0,Owned,Mortgaged,Hyderabad,Maharashtra,India,62076,970319,0,5000,121213,674188,Vehicle,12,9.40121816678799,0,19625,783,1,0,7,115234,0.25317278807165045,775,1,0,0,1,0,0,0,0,0,1
23,Male,Married,3,Postgraduate,Employed,1,0,Owned,Mortgaged,Hyderabad,Maharashtra,India,12000,810303,6041,5000,173738,50000,Home,12,14.15625048749542,0,3544,731,0,0,8,194662,0.38744815796278864,708,0,1,1,0,0,0,0,0,1,0
29,Male,Married,0,Graduate,Employed,17,0,Rented,Owned,Bengaluru,Telangana,India,66257,809977,0,191983,111292,262196,Home,48,9.652297494946103,0,18332,814,0,0,4,259051,0.1831701217323436,656,0,1,0,3,1,0,1,0,1,1
68,Other,Single,3,High School,Employed,6,0,Owned,Owned,Chennai,Telangana,India,65391,659152,18770,677521,41967,168360,Home,36,15.00117951193174,1,27815,698,0,0,11,334975,0.5826037193322675,741,0,1,0,2,0,0,0,0,0,0
42,Male,Married,1,Postgraduate,Unemployed,1,0,Owned,Owned,Hyderabad,Delhi,India,87848,607434,11581,5000,191149,565164,Business,24,10.304177143846085,1,35750,890,0,0,3,152796,0.6163169587355537,619,0,1,0,0,0,0,0,0,1,0
45,Male,Married,0,High School,Employed,13,0,Owned,Owned,Hyderabad,Karnataka,India,93799,669125,4185,26155,318772,540931,Medical,12,9.703089304621956,1,18007,555,0,0,6,258895,0.6049452511571523,782,0,1,1,1,0,0,0,1,0,0
44,Male,Married,1,Postgraduate,Employed,3,0,Owned,Rented,Chennai,Karnataka,India,60870,918948,1342,289019,196700,50000,Education,60,9.031782727682295,1,27716,824,0,0,10,247465,0.42914721981264825,688,0,1,0,2,0,0,0,0,0,1
59,Male,Single,2,Postgraduate,Unemployed,3,0,Owned,Owned,Bengaluru,Tamil Nadu,India,82957,971735,14168,568496,100723,383817,Vehicle,60,13.835238460381087,0,484,733,0,0,1,231458,0.6902513553071347,742,0,1,0,4,0,0,1,0,1,0
25,Male,Single,0,Postgraduate,Employed,19,0,Owned,Rented,Hyderabad,Tamil Nadu,India,40765,710690,1318,286391,163990,626158,Medical,60,9.896528326787674,1,14569,607,0,1,5,177693,0.5240920227170203,744,1,0,1,3,0,0,0,1,1,1
25,Male,Married,0,High School,Employed,4,0,Owned,Mortgaged,Delhi,Delhi,India,81881,1064681,1890,376385,10000,482554,Vehicle,12,9.9825085904629,1,10979,900,1,0,6,142044,0.7955282433306267,896,1,1,0,2,0,0,1,0,0,1
35,Male,Married,3,Postgraduate,Self Employed,10,1,Owned,Owned,Delhi,Telangana,India,52405,756307,3404,189231,161877,482178,Medical,12,9.772724528970837,1,19110,900,0,0,9,78787,0.6708067526764253,761,0,0,0,0,1,0,1,1,0,1
45,Male,Married,2,Graduate,Unemployed,4,1,Owned,Owned,Chennai,Maharashtra,India,38936,628732,8684,158088,127953,369701,Education,24,10.793463418513706,0,34334,491,0,0,9,72498,0.6055811710481434,728,0,0,0,1,0,0,0,1,0,0
54,Male,Married,1,Graduate,Self Employed,2,0,Rented,Owned,Mumbai,Maharashtra,India,60917,839524,11724,264793,58650,217032,Home,12,15.559085755962952,0,17998,739,0,0,9,212972,0.18631196176224374,643,0,0,0,3,0,0,0,1,0,0
45,Male,Married,3,Postgraduate,Employed,0,0,Owned,Owned,Bengaluru,Telangana,India,95810,372184,15156,131507,82227,446247,Business,36,12.149662584432416,1,3747,797,0,0,4,174829,0.6828200263421768,808,0,0,0,3,0,0,1,0,0,0
43,Male,Divorced,3,Graduate,Unemployed,0,0,Owned,Owned,Hyderabad,Maharashtra,India,68982,849815,14269,380368,126669,461460,Business,48,10.45658454479325,0,0,768,0,0,6,140526,0.3139005509606345,690,0,1,0,4,0,0,0,0,0,0
67,Female,Married,1,Graduate,Employed,9,0,Owned,Rented,Mumbai,Telangana,India,97922,317345,8004,5000,309019,585355,Home,12,9.777930697783441,0,34749,886,0,1,1,243156,0.3932400068814027,552,1,0,0,2,0,0,1,0,0,0
29,Male,Married,2,Graduate,Unemployed,8,0,Rented,Owned,Hyderabad,Delhi,India,48527,471681,14123,410197,321967,603229,Home,24,8.641760647790786,0,21165,863,0,1,10,160953,0.42393219923419956,698,1,0,0,1,0,0,0,0,0,0
49,Male,Divorced,0,Postgraduate,Self Employed,0,0,Owned,Rented,Bengaluru,Delhi,India,88052,174392,3974,257076,59343,468889,Medical,36,11.237444853012606,1,20376,749,1,1,4,93247,0.33191737028509694,741,0,1,1,2,0,0,0,0,1,0
48,Male,Single,1,Graduate,Unemployed,6,0,Owned,Mortgaged,Hyderabad,Maharashtra,India,50652,727464,0,211350,112649,690879,Home,24,9.325461056695616,1,10875,900,0,0,6,154682,0.17590716009061957,629,1,0,0,4,0,0,0,0,1,1
44,Male,Married,2,Postgraduate,Employed,5,0,Owned,Mortgaged,Chennai,Telangana,India,69957,1262890,3973,5000,115963,367516,Medical,36,8.702589967518719,0,18214,823,1,0,8,257959,0.2395546935218473,707,1,0,0,0,0,0,0,0,0,1
60,Male,Married,0,Postgraduate,Employed,11,0,Owned,Rented,Mumbai,Delhi,India,69767,744877,3162,73638,285240,132314,Education,36,9.272347794518748,1,3156,681,0,1,9,82766,0.6624265181025839,712,0,0,0,4,0,0,0,1,0,1
34,Male,Single,3,High School,Employed,19,0,Owned,Owned,Chennai,Maharashtra,India,79552,973075,4208,465757,198915,554951,Business,60,10.888911372943047,1,19646,659,0,0,1,199881,0.5565890925622003,713,1,0,1,4,0,0,0,1,0,0
67,Female,Married,3,Graduate,Employed,13,0,Owned,Owned,Mumbai,Karnataka,India,70516,1485694,2243,212452,192062,477803,Vehicle,24,14.131477760787163,0,901,856,0,0,9,174734,0.7599890436762695,855,1,1,1,4,0,0,0,0,0,1
37,Male,Single,1,Postgraduate,Employed,18,0,Owned,Owned,Delhi,Maharashtra,India,48737,901216,5233,300111,249714,559324,Medical,12,9.002396883763947,1,10688,632,1,1,5,107723,0.6747478475560246,575,1,0,0,3,0,0,0,0,0,0
48,Male,Single,1,Postgraduate,Unemployed,3,0,Owned,Mortgaged,Hyderabad,Tamil Nadu,India,84366,550436,11720,91684,102466,171820,Vehicle,60,13.590054428174366,0,7285,674,0,0,5,152131,0.38155415823368066,900,1,1,0,2,0,0,0,0,1,0
46,Male,Married,0,Graduate,Employed,4,0,Rented,Mortgaged,Hyderabad,Maharashtra,India,103096,591729,18291,244770,357305,843975,Education,36,13.154068966009348,1,0,693,0,0,2,30690,0.6503443052984602,716,0,0,0,4,1,0,1,0,0,0
62,Male,Single,2,Postgraduate,Employed,15,0,Rented,Owned,Mumbai,Karnataka,India,52156,780197,0,5000,179773,606310,Vehicle,36,15.114926541000909,1,10838,759,0,1,8,190415,0.503500434724182,783,0,1,0,0,0,0,1,0,0,1
43,Male,Married,0,Graduate,Employed,6,0,Owned,Owned,Delhi,Delhi,India,24624,590131,273,267978,68731,386640,Home,48,9.879902563540442,1,4213,698,1,0,6,50350,0.3004107579774811,734,1,0,0,3,0,0,0,0,0,1
35,Female,Divorced,1,High School,Employed,16,0,Rented,Owned,Mumbai,Maharashtra,India,75985,612573,3251,316715,150146,244200,Medical,60,14.457007792592306,1,12475,575,0,1,2,281881,0.7825625193350174,530,0,0,0,2,0,0,1,0,0,1
23,Female,Married,2,Graduate,Employed,9,1,Rented,Owned,Delhi,Maharashtra,India,57714,1075576,12594,307710,340150,686973,Vehicle,12,14.986489127860565,0,15020,847,0,0,2,171262,0.7499436953478895,603,0,0,0,2,0,0,0,0,0,0
39,Male,Single,2,High School,Employed,4,0,Rented,Mortgaged,Hyderabad,Karnataka,India,62115,1087846,6770,87354,124731,207610,Education,60,15.823630987388025,1,36215,675,0,0,8,125677,0.1785389176547203,662,0,0,0,2,0,0,0,0,0,0
61,Male,Single,2,Postgraduate,Self Employed,16,0,Rented,Owned,Mumbai,Delhi,India,77235,285932,3655,188430,303442,947500,Home,48,14.564120185143686,1,18656,900,0,1,2,290253,0.6875950371645552,829,0,1,0,0,0,0,0,0,0,1
22,Male,Single,0,Graduate,Self Employed,11,0,Owned,Owned,Chennai,Maharashtra,India,54959,534549,12300,346694,98705,315094,Medical,36,9.428261506143876,1,19009,753,0,1,6,81974,0.1543807038321419,567,0,1,0,4,0,0,1,0,1,0
65,Male,Single,3,Postgraduate,Employed,16,1,Owned,Owned,Hyderabad,Maharashtra,India,59085,640798,13738,211941,80463,828511,Medical,60,15.60346757622573,1,20947,859,0,1,8,108970,0.7501734356403339,625,1,0,1,3,1,0,0,0,0,0
48,Female,Divorced,2,Graduate,Employed,9,0,Owned,Owned,Hyderabad,Telangana,India,62797,959726,7887,198285,265747,409415,Vehicle,24,14.61244039602838,0,25461,789,1,0,11,6221,0.536916229969429,738,0,1,0,3,0,0,1,0,0,0
28,Male,Married,3,Postgraduate,Employed,2,1,Owned,Owned,Delhi,Tamil Nadu,India,97334,1122922,3102,592624,66383,797764,Home,48,10.092438883410077,0,20451,864,0,0,2,304403,0.21660757111313206,772,0,0,0,0,0,0,0,0,0,1
36,Male,Single,1,Postgraduate,Self Employed,13,0,Owned,Mortgaged,Chennai,Tamil Nadu,India,65661,1590590,9621,78821,286930,288328,Home,36,9.738980504097213,0,18380,782,1,0,4,357922,0.6720837050655565,768,0,1,0,3,1,0,0,0,0,0
48,Female,Married,3,Graduate,Self Employed,2,0,Owned,Owned,Bengaluru,Telangana,India,37815,640298,6600,444475,225711,454144,Vehicle,60,15.52310612800286,1,23534,745,0,0,2,21008,0.4610472885344553,611,0,0,0,4,0,0,0,0,0,0
37,Male,Married,1,Graduate,Employed,13,0,Owned,Rented,Mumbai,Maharashtra,India,38690,655281,6553,42157,66432,627044,Business,36,9.667739695794088,1,0,840,0,1,10,102501,0.14168491227629676,544,1,0,0,4,1,0,0,0,1,0
27,Male,Single,3,Postgraduate,Self Employed,8,0,Rented,Owned,Delhi,Tamil Nadu,India,68063,956571,4925,367860,170712,595656,Home,48,14.328275390568152,1,40068,900,0,1,7,186632,0.6588991693542137,779,1,0,0,1,0,0,0,0,1,0
53,Female,Single,0,Graduate,Employed,15,0,Rented,Owned,Chennai,Tamil Nadu,India,40152,575334,13549,377467,108659,692167,Home,36,11.539444406973686,0,34076,690,0,0,11,131009,0.6518367322924306,877,1,0,0,0,0,0,1,0,0,0
54,Male,Married,0,High School,Employed,17,0,Owned,Owned,Chennai,Delhi,India,30629,737711,9499,158134,225366,342756,Education,24,13.92853949119569,0,17605,807,0,1,1,177025,0.43744196279510295,682,0,1,1,1,0,0,0,0,0,0
27,Male,Married,2,Postgraduate,Self Employed,8,0,Owned,Owned,Bengaluru,Karnataka,India,78981,655488,14214,30854,425413,468657,Business,24,9.188885351249866,0,0,719,0,0,8,168828,0.611776766545984,594,1,0,0,0,0,0,0,0,0,0
35,Male,Single,2,Postgraduate,Employed,17,1,Owned,Owned,Chennai,Tamil Nadu,India,80058,150000,16017,5000,131808,724645,Business,60,13.937937158038519,1,29524,775,0,1,1,218717,0.12810383030914743,672,0,0,0,2,0,0,0,0,0,0
33,Female,Divorced,2,Graduate,Employed,2,0,Rented,Owned,Chennai,Tamil Nadu,India,56900,816969,10753,139279,249390,294843,Business,60,12.339335329893103,1,6673,724,0,0,2,88708,0.32267461777033624,763,0,1,0,2,0,0,0,1,1,0
53,Male,Married,1,Postgraduate,Employed,2,0,Rented,Mortgaged,Delhi,Delhi,India,71460,725291,4961,344719,183177,575959,Medical,24,15.25283789004136,1,21406,482,0,0,5,198302,0.5712556677926938,694,0,0,0,2,0,0,1,0,0,0
57,Male,Married,3,High School,Employed,19,0,Owned,Rented,Delhi,Tamil Nadu,India,69138,1161369,14241,56026,183127,401784,Vehicle,60,9.912988129329673,1,0,697,0,0,5,73967,0.26142400786729225,874,0,0,0,4,0,0,0,0,0,0
56,Male,Single,1,Graduate,Employed,11,1,Owned,Mortgaged,Hyderabad,Tamil Nadu,India,78253,781647,10793,267450,158523,495292,Business,36,9.32017058481251,1,41716,829,1,0,5,140873,0.41528796576992233,821,0,1,1,3,0,1,0,0,0,0
67,Male,Single,2,Graduate,Employed,9,1,Owned,Owned,Hyderabad,Maharashtra,India,78304,403575,23620,5000,68535,468601,Home,12,9.971652238636494,0,0,635,0,1,1,15008,0.7523627311523071,740,0,0,0,2,1,0,0,0,0,0
58,Female,Married,3,Graduate,Employed,3,0,Rented,Rented,Mumbai,Karnataka,India,12000,702570,9860,207900,223568,276577,Vehicle,48,9.08931525437035,0,15827,821,1,0,6,141567,0.6787262450011279,505,0,1,0,3,0,0,0,0,0,0
